Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
ahmad8613,"Jan 02, 2022",هر روز ترس بیشتر. صبح تاکسی قم متلک جنسی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در اماکن عمومی هیچ نظارتی نیست.,,reza_life,2022-01-02,2022,1,2,0,6,Sunday,Winter,2022-01,Iran,,Morning,['Qom'],['Taxi'],Transport,['Verbal Harassment'],['Fear'],False,First-person (Victim),['Security/CCTV'],Unknown,0.0,,0.0,0.0
fatemeh.fatemeh,"Apr 06, 2022",گزارش: صبح پارک ملت اصفهان حادثه آزار جنسی کلامی رخ داد. قربانی زن و متهم مهاجم بوده. مکان‌های عمومی شهر ناامن هستند. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,"پارک_ناامن,اصفهان","narges.women,ali745",2022-04-06,2022,4,6,0,2,Wednesday,Spring,2022-04,Iran,,Morning,['Isfahan'],['Park'],Public,['Unclassified'],['Fear'],False,News/Report,,Female,0.9,,0.0,0.0
tehran.zahra,"Mar 04, 2019",گزارش: ساعت ۸ صبح در خیابان گرگان حادثه نزدیک شدن ناخواسته رخ داد. قربانی زن جوان و متهم موتورسوار بوده. مکان‌های عمومی شهر ناامن هستند. در ساعات روز هم این اتفاق‌ها میفته.,خیابان_ناامن,"narges.farsi,ahmad.watch",2019-03-04,2019,3,4,0,0,Monday,Spring,2019-03,Iran,8.0,Morning,['Gorgan'],['Street'],Public,['Physical Harassment'],['Fear'],False,News/Report,,Female,0.9,,0.0,0.0
women.news,"Nov 07, 2023",بیدار بشیم! پیش از ظهر حدود ساعت ۱۰ در مدرسه تبریز نوجوانی متلک جنسی شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط کاری ایمن نیست.,حقوق_زنان,,2023-11-07,2023,11,7,0,1,Tuesday,Fall,2023-11,Iran,10.0,Afternoon,['Tabriz'],['School'],Organizational,"['Verbal Harassment', 'Institutional Harassment']",['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
life.justice,"Nov 09, 2022",حکم محکومیت مسافر مرد به جرم آزار جنسی کلامی زن صادر شد. حادثه ساعت ۱۷ عصر در تاکسی بی‌سیم شهر همدان رخ داده. فضای عمومی باید برای همه امن باشه.,زن_زندگی_آزادی,,2022-11-09,2022,11,9,0,2,Wednesday,Fall,2022-11,Iran,17.0,Evening,['Hamedan'],['Taxi'],Transport,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
life464,"Oct 17, 2025",بازداشت متهم عکسبرداری ناخواسته در تهران. حادثه ساعت ۱۷ عصر در فروشگاه شهر تهران رخ داده. قربانی زن مسافر گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,,,2025-10-17,2025,10,17,0,4,Friday,Fall,2025-10,Iran,17.0,Evening,['Tehran'],"['Prison', 'Market']",Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.7,,0.0,0.0
free818,"Oct 26, 2024",نکنه من تنها کسی هستم که صبح حدود ساعت ۸ بی‌آرتی تبریز دنبال کردن شده؟ حتی روشنای روز هم جلوی آزار رو نمی‌گیره. دختر جوانها باید قوی‌تر باشن.,,report2981,2024-10-26,2024,10,26,0,5,Saturday,Fall,2024-10,Iran,8.0,Morning,['Tabriz'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
nazi350,"Jul 08, 2022",واقعاً خسته شدم. ساعت ۱۲ ظهر در مترو رشت بازم متلک جنسی شنیدم. زن قربانی بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی اصلاً امن نیست.,"آزار_کلامی,مترو_ناامن",obs3117,2022-07-08,2022,7,8,0,4,Friday,Summer,2022-07,Iran,12.0,Afternoon,['Rasht'],['Metro/Bus'],Transport,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
hossein_human,"Sep 24, 2021",روایتی از آزار جنسی فیزیکی در اصفهان: ساعت ۱۰ پیش از ظهر در آسانسور شهر اصفهان زنی مورد آزار قرار گرفت. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. متهم هنوز دستگیر نشده. https://t.co/24d8108,زن_زندگی_آزادی,,2021-09-24,2021,9,24,0,4,Friday,Fall,2021-09,Iran,10.0,Afternoon,['Isfahan'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
student763,"Apr 20, 2025",هر روز ترس بیشتر. ساعت ۸ صبح در خیابان شهر شیراز تماس فیزیکی ناخواسته شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در اماکن عمومی هیچ نظارتی نیست.,خیابان_ناامن,,2025-04-20,2025,4,20,0,6,Sunday,Spring,2025-04,Iran,8.0,Morning,['Shiraz'],['Street'],Public,['Physical Harassment'],['Fear'],False,First-person (Victim),['Security/CCTV'],Unknown,0.0,,0.0,0.0
Sheila75690425,"Mar 14, 2025",آبان جان، اینکه میگه همه یک نفر را می خواهند حدود ساعت ۵، منظورت چیست؟ در ضمن اینکه می گویی اجازه بدید اونها هم خواسته هاشون را بگویند منظورت اصلاعات سپاه است که با شعار جاوید_شاه تفرقه می اندازد و جمع را بهم می‌زند تا دستگیری ها شروع بشه؟! درست مثل اجتماعات مشهد. #آگاهی #زن_زندگی_آزادی,"آگاهی,زن_زندگی_آزادی",,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Mixed,5.0,,['Mashhad'],['University'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),['Education/Awareness'],Female,0.5,,0.0,0.0
persian.mhd,"Feb 23, 2026",وقتی عصر حدود ساعت ۱۷ استخر عمومی بندرانزلی آزار در برابر جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، غروب وقت گذار بین امنیت روز و ناامنی شب. همه مسئولیم مکان نیمه‌عمومی رو امن‌تر کنیم.,,shirin841,2026-02-23,2026,2,23,0,0,Monday,Winter,2026-02,Iran,17.0,Evening,,['Prison'],Organizational,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
human803,"Jan 19, 2024",بر اساس گزارش‌ها، آزار جنسی کلامی در تهران شب‌غروب حدود ساعت ۱۹ در در پارک شاه‌گولی شهر تهران رو به افزایش است. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای عمومی باید برای همه امن باشه.,,shirin104,2024-01-19,2024,1,19,0,4,Friday,Winter,2024-01,Iran,19.0,Night,['Tehran'],['Park'],Public,['Unclassified'],['Neutral'],False,News/Report,,Male,0.9,Justification,0.0,0.0
student269,"Jul 17, 2022",خبر: نگهبان به اتهام متلک جنسی دختر در مدرسه شهر یزد بازداشت شد. ماجرا ساعت ۱۲ ظهر اتفاق افتاده. محیط سازمانی باید امن‌تر بشه.,آزار_کلامی,,2022-07-17,2022,7,17,0,6,Sunday,Summer,2022-07,Iran,12.0,Afternoon,['Yazd'],"['School', 'Prison']",Organizational,"['Verbal Harassment', 'Institutional Harassment']",['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
voice309,"May 10, 2022",جنبش علیه آزار جنسی کلامی: ساعت ۲۳ نیمه‌شب در منزل تهران تجمعی برگزار شد. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای خانگی باید پایان داده بشه به این آزارها.,خشونت_خانگی,,2022-05-10,2022,5,10,0,1,Tuesday,Spring,2022-05,Iran,23.0,Night,['Tehran'],['Home'],Private,['Domestic/Family Harassment'],['Neutral'],False,News/Report,,Male,0.5,Neutral/Unclassified,0.0,0.0
hope.voice,"Nov 12, 2022",بر اساس گزارش‌ها، آزار جنسی فیزیکی در سمنان ساعت ۱۷ عصر در در پارک سمنان رو به افزایش است. با شروع تاریکی امنیت کمتر میشه. در اماکن عمومی هیچ نظارتی نیست. https://t.co/5c47a72,,,2022-11-12,2022,11,12,0,5,Saturday,Fall,2022-11,Iran,17.0,Evening,,['Park'],Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Unknown,0.0,,0.0,0.0
bentely_hoda,"Aug 16, 2020",آمار بیشترین تجاوزهای جنسی ایران در تهران سعید مدنی جامعه شناس: در گزارشی اشاره شده که بیشترین آمار تجاوزها در ایران در استان تهران است و گفته شده سالانه حدود هزارو 650 جرم جنسی در تهران اتفاق می‌ افتد./شرق بعدازظهر,,,2020-08-16,2020,8,16,0,6,Sunday,Summer,2020-08,Iran,,Afternoon,['Tehran'],,Unknown,['Sexual Assault/Rape'],['Neutral'],False,News/Report,,Male,0.5,Neutral/Unclassified,0.0,0.0
women5953,"Dec 08, 2018",دادگاه: مهاجم مرتکب خیره شدن جنسی دختر در پارک مهرگان شهر کرمان شده. حادثه صبح حدود ساعت ۸ بوده. مکان‌های عمومی شهر ناامن هستند.,,,2018-12-08,2018,12,8,0,5,Saturday,Winter,2018-12,Iran,8.0,Morning,['Kerman'],['Park'],Public,['Unclassified'],['Fear'],False,First-person (Victim),,Female,0.9,,0.0,0.0
girl8444,"Dec 14, 2021",نکنه من تنها کسی هستم که عصر باشگاه ورزشی زاهدان تجاوز جنسی شده؟ با شروع تاریکی امنیت کمتر میشه. دانشجوها باید قوی‌تر باشن.,,,2021-12-14,2021,12,14,0,1,Tuesday,Winter,2021-12,Iran,,Evening,['Zahedan'],,Unknown,['Sexual Assault/Rape'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
_Samanoel,"Dec 31, 2023",پس قرارمون امشب دهات ما به امید سقوط رژیم و آزادی ایران #زن_زندگى_آزادى‌,زن_زندگى_آزادى,,2023-12-31,2023,12,31,0,6,Sunday,Winter,2023-12,Iran,,Night,,['University'],Organizational,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
fatemeh246,"Jul 12, 2021",منابع امنیتی: ساعت ۲۱ شب در پارک بندرعباس زنی مورد آزار جنسی کلامی قرار گرفته. متهم دستگیر شده. ساعات شب خطر آزار جنسی بالاتره.,حقوق_زنان,,2021-07-12,2021,7,12,0,0,Monday,Summer,2021-07,Iran,21.0,Night,['Bandar Abbas'],"['Park', 'Prison']",Public,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
mehdi.hamid,"Mar 24, 2017",واقعاً خسته شدم. نیمه‌شب در تاکسی کرمان بازم تماس فیزیکی ناخواسته شنیدم. دختر قربانی بوده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی اصلاً امن نیست.,کرمان,"women.fatemeh,farhi331",2017-03-24,2017,3,24,0,4,Friday,Spring,2017-03,Iran,,Night,['Kerman'],['Taxi'],Transport,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
human7046,"Sep 05, 2023",قربانی متلک جنسی تاکسی تبریز تعریف می‌کنه: ساعت ۱۲ ظهر بودم که ناگهان راننده اسنپ... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند. https://t.co/475bf7b,"آزار_کلامی,تاکسی_ناامن","shirin579,narges3762",2023-09-05,2023,9,5,0,1,Tuesday,Fall,2023-09,Iran,12.0,Afternoon,['Tabriz'],['Taxi'],Transport,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
human8308,"Oct 18, 2023",باز هم خبر خیره شدن جنسی! این بار پیش از ظهر اتوبوس بندرانزلی. قربانی نوجوان بوده. روزها هم آزار جنسی خیلی زیاده. تا کی فضای عمومی ناامن باشه؟,زن_زندگی_آزادی,,2023-10-18,2023,10,18,0,2,Wednesday,Fall,2023-10,Iran,,Afternoon,,"['Metro/Bus', 'Prison']",Transport,['Unclassified'],['Fear'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
ahmad2155,"Jun 21, 2019",نمیدونم چی بگم. ساعت ۱۵ بعدازظهر در پارک ائل‌گلی شهر مشهد مهاجم بهم سوت زدن و متلک کرد. فضای عمومی باید برای همه امن باشه. روزها هم آزار جنسی خیلی زیاده.,,,2019-06-21,2019,6,21,0,4,Friday,Summer,2019-06,Iran,15.0,Afternoon,['Mashhad'],['Park'],Public,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
watch486,"Oct 01, 2025",آمار تجاوز جنسی در مشهد نگران‌کننده است. آخرین مورد ظهر در مسجد شهر مشهد رخ داده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,تجاوز_جنسی,,2025-10-01,2025,10,1,0,2,Wednesday,Fall,2025-10,Iran,,Afternoon,['Mashhad'],,Unknown,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
Bidarzani,"Dec 23, 2020",گروهی از فمینیستها در ایران،آستین را بالا زده و اقدام به برگزاری کارگاه‌های مقابله باآزارجنسی در محیط کار میکنند.کارگاه‌هایی که همزمان با جریان افشاگری آزار جنسی در ایران، اقبال بیشتری پیدا کرده‌اند/۱ https://t.co/xT60trCXGi,,,2020-12-23,2020,12,23,0,2,Wednesday,Winter,2020-12,Iran,,,,,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.15,0.15
justice6419,"Dec 11, 2025",واقعاً خسته شدم. بعدازظهر حدود ساعت ۱۵ در بی‌آرتی اصفهان بازم نگاه خیره جنسی شنیدم. کودک قربانی بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی اصلاً امن نیست.,,,2025-12-11,2025,12,11,0,3,Thursday,Winter,2025-12,Iran,15.0,Afternoon,['Isfahan'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
report_hamid,"Dec 07, 2024",بیدار بشیم! ساعت ۱۲ ظهر مجتمع تجری بابل زنی آزار جنسی کلامی شده. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی ایمن نیست.,آزار_بس,,2024-12-07,2024,12,7,0,5,Saturday,Winter,2024-12,Iran,12.0,Afternoon,['Babol'],['Mall'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
Paprika21212121,"Jan 01, 2024",ایشون شجاعانه درباره‌ی #رشوه_گیری_جنسی در سینمای ایران هم صحبت کرد. #زن_زندگی_آزادی #نه #مهسا_امینی,"رشوه_گیری_جنسی,زن_زندگی_آزادی,نه,مهسا_امینی",,2024-01-01,2024,1,1,0,0,Monday,Winter,2024-01,Iran,,,,['University'],Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.5,,0.0,0.0
farsi65,"Apr 12, 2016",آمار اظهارنظر جنسی در زاهدان نگران‌کننده است. آخرین مورد ساعت ۸ صبح در پارک زاهدان رخ داده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,ali396,2016-04-12,2016,4,12,0,1,Tuesday,Spring,2016-04,Iran,8.0,Morning,['Zahedan'],['Park'],Public,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
ahmad1655,"Jan 17, 2026",شکایت دانشجو از مسافر مرد به اتهام متلک جنسی در تاکسی شهر قم ثبت شد. ماجرا صبح رخ داده. فضای عمومی باید برای همه امن باشه.,,,2026-01-17,2026,1,17,0,5,Saturday,Winter,2026-01,Iran,,Morning,['Qom'],['Taxi'],Transport,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Male,0.7,Neutral/Unclassified,0.0,0.0
AlakiMasalann,"Jan 30, 2025",دست کرد توی یقه لباس خواهرم. دقیق یادم نیست عکس‌العمل ما بچه‌های کوچیک چی بود ولی مامانم هیستریک شد. بعدم تا مدت‌ها خواهر طفلی‌م فقط از پشت پنجره ما رو نگاه میکرد در گرگان در رختکن استخر. توی این مملکت بچه و دختر معلول تجربه آزار جنسی دارن بعد طرف میگه اگه قابل تعمیم به همه است پس غلطه.,,,2025-01-30,2025,1,30,0,3,Thursday,Winter,2025-01,Iran,,,['Gorgan'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
